Epoch,Generator_Loss,Critic_Loss,Wasserstein_Distance
1,-8.637972435161377,-4.5877775624871,5.132880815056596
2,-5.368154678771745,-3.358478464297394,3.5930505002231232
3,-4.306903654578398,-3.2822845521003705,3.515455733230119
4,-3.804441346955706,-3.2435253220580536,3.493026246902531
5,-3.3983586667570225,-3.1836016066292965,3.439225580900717
6,-3.1842287592510425,-3.0657285421387725,3.3685921062030264
7,-3.018473527928405,-2.982767280866342,3.304335689493842
8,-2.8384186293937756,-2.9040669388354208,3.2517335247129266
9,-2.7123076091411273,-2.8338286890658235,3.1795365007193106
10,-2.4680754534030425,-2.7913348296049563,3.1424527619439147
11,-2.2417508261020123,-2.741174477504006,3.1218662655938156
12,-2.0433828567764336,-2.700189200037324,3.0819443395651227
13,-1.9387170166444423,-2.6731184333372218,3.064245312707002
14,-1.8394671453397349,-2.642028022422465,3.017529929370514
15,-1.7363427388035,-2.601634180494971,2.9896071368951533
16,-1.6439764520316236,-2.584975355977951,2.9528696411199915
17,-1.5847541829074687,-2.5740949253537764,2.9416917976794212
18,-1.3915674235226947,-2.5438660402287807,2.9612308614797938
19,-1.2311242217384677,-2.5363383689668897,2.937080379869384
20,-1.138269528671146,-2.5339132643966025,2.9551917694524916
21,-1.1488116335377956,-2.5057916999625753,2.919163115370248
22,-1.0671228729943032,-2.4793029685518633,2.888076670515512
23,-1.0072141458421373,-2.4785714199039726,2.891137378937654
24,-0.9269163282449121,-2.4626440991724987,2.8819820855472136
25,-0.9185854653432679,-2.444688612972495,2.8646572717725594
26,-0.7749769944014516,-2.4439456663660404,2.8335727736639824
27,-0.7080099857581068,-2.401873582588838,2.806555019385779
28,-0.6955068869067471,-2.4232948389388858,2.8346220004533147
29,-0.7151930388460345,-2.399796949012447,2.7982982636006404
30,-0.7060262691110436,-2.3938839279258173,2.7971284905476357
31,-0.547519926776065,-2.3686082886734496,2.7719980459223423
32,-0.5228987553877744,-2.367677996916049,2.780260665584475
33,-0.5783663257432263,-2.3603539995547296,2.7440921038961106
34,-0.44948389243755515,-2.344445415651366,2.752566915839466
35,-0.38033377804132157,-2.3393640153443633,2.7249034092878737
36,-0.29387625622978086,-2.3190053391304097,2.735176861540341
37,-0.2661216738961462,-2.3035295767062256,2.688086813955165
38,-0.21085674897519383,-2.2804740663530474,2.7013978912377916
39,-0.17558424749663834,-2.301115170343598,2.670725820796576
40,-0.20167599800727895,-2.2829002228372897,2.669931609683962
41,-0.22102527077724812,-2.2524051345996003,2.6581550046070808
42,-0.11562549025376341,-2.2746260487702865,2.6561137815274156
43,-0.15885080013678335,-2.244449853642917,2.643054513026402
44,-0.14066160129093286,-2.238679132354793,2.6244076167596684
45,-0.09523022594426804,-2.209800303363597,2.5809565181417
46,-0.09979776011061059,-2.2367473371755846,2.617640047312291
47,-0.10566717016496766,-2.213898944066786,2.5985039862742556
48,-0.04160649302417536,-2.20998694431553,2.574035961109438
49,-0.11582666374186971,-2.1744398570009893,2.5771625645633445
50,-0.12048866571203223,-2.175408263196315,2.550275815765995
51,-0.6137611829975584,-1.8134025852563285,2.0558039990188215
52,-0.8838879243492572,-1.8191911832355996,2.044356661056405
53,-1.013821586895027,-1.811431628618159,2.036051361418482
54,-0.9394900266136696,-1.8089270611434602,2.0419161371203627
55,-0.9801429596894395,-1.808631189088069,2.0354689311371175
56,-0.846257148252955,-1.818121436498821,2.018766913396209
57,-0.8333434754831672,-1.8180105889529816,2.0495434393887835
58,-0.9274304236239715,-1.8102897794516102,2.0233723178728305
59,-0.946282611953329,-1.798845658043046,2.017579495144297
60,-0.9680958453820013,-1.8023415926549988,2.0045812224020074
61,-0.9970493369700034,-1.7855690791408645,1.997334335658596
62,-0.9557293450205661,-1.7969994682238808,2.009216827306666
63,-0.9474296066751168,-1.7958108753537827,1.9944324131205138
64,-0.993571413740484,-1.792189533458844,1.9996059528037684
65,-0.8923442151699302,-1.7760664433685702,1.9772189396785012
66,-0.8551014895850757,-1.7737755457729674,2.001254686605193
67,-0.96909973014996,-1.7638627241796523,1.9853629356762494
68,-0.964318341541805,-1.7682607626355786,1.9766169091912984
69,-0.9161103375391093,-1.7753890348014547,1.984662501860275
70,-0.9406880296544352,-1.7655378324009463,1.9603530805248188
71,-0.9464999772548708,-1.7794999971445689,1.9883603161331942
72,-0.9135334796345691,-1.7663863723211959,1.990214594455162
73,-0.9622997824630853,-1.763943002739949,1.963194926982241
74,-0.893651222093289,-1.7641854326862263,1.968185190643583
75,-1.0116117085610181,-1.759062148487644,1.9684917724717146
76,-1.0018793418109893,-1.7580595510854904,1.9527378367589736
77,-0.9207517174062635,-1.7566286334350927,1.9537630285789718
78,-0.8396369024241435,-1.7445319579608405,1.9513156655500692
79,-0.8958329976117337,-1.7424416840076447,1.9355012142200714
80,-0.8471845382415473,-1.7365233216966902,1.9256817005844766
81,-0.9777880895581009,-1.7309371391847443,1.936656175010494
82,-0.9227962719836532,-1.7343649475305065,1.9085383513715983
83,-0.9442564846634038,-1.7253843511599722,1.9186879536871717
84,-0.9272681243463493,-1.7298359420380867,1.9149688073694071
85,-1.0058006874001675,-1.7148347054717383,1.911042048224508
86,-0.9501527775762114,-1.7224148843588352,1.9213448661858086
87,-1.1043732743154266,-1.7230149506251695,1.9243750291338353
88,-1.186228311858944,-1.7083413443331525,1.9126440467737884
89,-1.1347883727743047,-1.7243066894601402,1.9180110824514809
90,-1.03775354206705,-1.7169668402498974,1.906912731145745
91,-1.1358322592249621,-1.7132687174053842,1.9202364043259164
92,-1.1606742335376201,-1.7074930684398741,1.9055603747683039
93,-1.1826755488708394,-1.7116167770901214,1.9172682960404517
94,-1.2884407631361854,-1.7075533679426351,1.9155907244570474
95,-1.1554249315631828,-1.7032535602288967,1.9197229885343294
96,-1.195301934413469,-1.6940651959828985,1.8935444531664412
97,-1.2984041108021032,-1.692222216617324,1.8848881363741625
98,-1.3396733872074165,-1.683677550762701,1.8899009980753796
99,-1.2451305375225954,-1.6934637591910007,1.8974317879056626
100,-1.3680450276040763,-1.6998204459259505,1.900900267016913
101,-1.7485371143189765,-1.4563879847272372,1.6158490843737303
102,-1.8720423934190893,-1.4656086026478423,1.6404312859211903
103,-1.9308487679015027,-1.4762364400983619,1.6329029150354837
104,-2.0319677771670794,-1.474146041089792,1.6406718986883346
105,-2.030596569434666,-1.479831963904631,1.6488191439017559
106,-2.0198496748000254,-1.475830332493223,1.6378001263146715
107,-2.1388941035945535,-1.4762314558029175,1.6416509720816541
108,-2.1545654874302937,-1.4789428472010566,1.6420963943512963
109,-2.1877848197148047,-1.4915815889199913,1.6433410509181683
110,-2.1600226259975037,-1.478479806294065,1.6457223892211914
111,-2.1547671510045654,-1.4750139530914932,1.6359289394639958
112,-2.149287482469416,-1.4826118125081824,1.6484664484763196
113,-2.1694482659130716,-1.482364628360724,1.6383132890089234
114,-2.236749462779365,-1.4878983767683318,1.6417722599084443
115,-2.2811898936801502,-1.4909299644452931,1.6426561811585416
116,-2.314150206601696,-1.4813232392009132,1.640583348808004
117,-2.17953935622184,-1.4806758956487245,1.6530927987749389
118,-2.320294478173449,-1.4820585098983383,1.6516117313142016
119,-2.278800261625921,-1.4855046541706076,1.6449893383202014
120,-2.360705654059392,-1.493799415478574,1.6486044340550519
121,-2.251114841022376,-1.485971374679476,1.6434987835538413
122,-2.330197506685501,-1.4917106519121606,1.6559681728450475
123,-2.319769289574898,-1.4906887675145033,1.6520678292967872
124,-2.2542505649440705,-1.4731776796297225,1.6383273611699085
125,-2.3032603563625673,-1.4851227563454399,1.6489555171684924
126,-2.3048877049046856,-1.4903237656997974,1.6531158743509606
127,-2.2972072939922623,-1.4785428635601296,1.6464763283094108
128,-2.3149642127989005,-1.4758503299150894,1.6504211366049517
129,-2.4174728081909134,-1.4904920982399474,1.6529579242663597
130,-2.3572690282215567,-1.4759873871737197,1.6354735957534074
131,-2.3783982507447634,-1.48825338269983,1.6651459002037292
132,-2.4317698650506894,-1.483319764261815,1.6474694119714726
133,-2.373483034676866,-1.4806266983053578,1.6500492958880182
134,-2.4899902681965056,-1.4753252576663296,1.6478318854181497
135,-2.4394288024446094,-1.4672358230487117,1.641743481286299
136,-2.5057429480574913,-1.4739636180243259,1.6404481443769134
137,-2.4982389889991103,-1.4641034081419393,1.6393132486831405
138,-2.434500344677457,-1.4735540307915287,1.6375586020031463
139,-2.519071890116691,-1.477422083555254,1.6404617546972182
140,-2.476833431419533,-1.4795872095678406,1.6516960291847238
141,-2.6080262738107236,-1.478548274111392,1.6325898300101762
142,-2.5668500370737206,-1.4949992877969356,1.650619674466058
143,-2.504198357490684,-1.4813841560374954,1.644127103502054
144,-2.5369463693628562,-1.4843237113469698,1.6501830354936595
145,-2.663120423616377,-1.480442346794519,1.6407366686029983
146,-2.634897238727826,-1.491007775068283,1.6490599009782267
147,-2.6651947025312923,-1.4683350395800463,1.6441822261698464
148,-2.6582428222474483,-1.4703678905582631,1.641292653358313
149,-2.681086365483018,-1.4769573947514043,1.6481503883658697
150,-2.668895176081642,-1.4783459905622356,1.645909648333023
151,-2.9940457216966383,-1.335712393336713,1.4861465902216653
152,-3.136036163327028,-1.3382565379778206,1.4846138469954289
153,-3.018326465953896,-1.3504887650897508,1.4965134467651595
154,-3.116447846581941,-1.3515173385519463,1.4920574019966857
155,-3.145944980797229,-1.3388749218063314,1.4892500097563526
156,-3.1680299174556854,-1.3629315186029813,1.503298387979902
157,-3.1010391926968786,-1.3448755950815896,1.498628133014321
158,-3.177190857591914,-1.354801573288212,1.5028942581941325
159,-3.2352993664965193,-1.3540470690361217,1.4952449841794175
160,-3.251868641198571,-1.3497841098288228,1.4835273022336493
161,-3.235558232264732,-1.354009318516961,1.4984657489923017
162,-3.2995294928232997,-1.3467366102534826,1.4982801421618919
163,-3.3529203867098922,-1.3443384114613157,1.4976111143382627
164,-3.2500925261074545,-1.3442443865321592,1.486631832778581
165,-3.3941765297958844,-1.340235938141341,1.4907867076046177
166,-3.3239160832057375,-1.35771514090902,1.4990448628915654
167,-3.2700272719743153,-1.3457063270657301,1.4994287931842845
168,-3.4211527105333452,-1.3442638836054406,1.481632952878216
169,-3.3847706916489835,-1.3524376859288734,1.500025326127945
170,-3.416946408972303,-1.351128760749089,1.504601688654438
171,-3.3385673680666414,-1.3424384535502778,1.5043205385014955
172,-3.393990055076095,-1.3475360086858907,1.5075554757484242
173,-3.4712678584844063,-1.3517957646836605,1.5027663743318016
174,-3.4415618025544865,-1.3484180270990074,1.4925576928836197
175,-3.389644066026724,-1.3510530122053395,1.4951313596798668
176,-3.4322968224472583,-1.356358840267287,1.5116628249571014
177,-3.434790589661995,-1.351358189829377,1.5059020838249466
178,-3.5150737595329407,-1.3547527990869876,1.5077421111084506
179,-3.3975112178940763,-1.3514152614038382,1.4980004439984302
180,-3.5022281767971224,-1.3554976583798048,1.498080648211782
181,-3.55063344598579,-1.3641714516606158,1.5063412474162543
182,-3.5598842288131145,-1.3540050520190299,1.5001998381065662
183,-3.554978406378455,-1.3534249603621233,1.50588274548557
184,-3.5016237756590853,-1.342411582403854,1.5007854683566957
185,-3.5787923131416095,-1.3407882494585854,1.4984813018648355
186,-3.5663620206211677,-1.342542149364821,1.4928559882046064
187,-3.650150698512348,-1.3573825978266914,1.500634457383837
188,-3.6378712762139247,-1.3494741310442944,1.495390530715365
189,-3.60487970887725,-1.353826894688962,1.4993763088163283
190,-3.6097436164742085,-1.3504850254384184,1.4893012336576417
191,-3.7621210868170523,-1.3501280135691547,1.5061299915252717
192,-3.6807384659994895,-1.3452655860483012,1.4904777210658546
193,-3.7515756865300096,-1.3508097444261824,1.488323111905218
194,-3.6889903760159704,-1.345587682304606,1.5014044040047538
195,-3.696325332116979,-1.3580749939118366,1.5004323877251224
196,-3.717852384296816,-1.3468427682863369,1.4924116078724485
197,-3.759372473779772,-1.3447148271206855,1.485448537731984
