Epoch,Generator_Loss,Critic_Loss,Wasserstein_Distance
1,-24.529055631163516,-0.7359757697594954,0.7320217777416904
2,-11.264694378574266,-0.3763189890237251,0.36391685258096723
3,-7.103407127262432,-0.3574672212987058,0.35259337567571386
4,-6.489485557653756,-0.3364923005419245,0.3303258419036865
5,-5.128129296211291,-0.31119269602842675,0.30526489921724365
6,-4.5437072884045175,-0.2943422967182802,0.2872390978371919
7,-4.030158534487173,-0.2982229538309549,0.2928570618253273
8,-3.7465934786461057,-0.2950133324177789,0.29134862356856944
9,-3.432614047644235,-0.2793050424884886,0.27302780029361945
10,-1.10084838622204,-0.3997712726913281,0.397118894419055
11,-0.09932417335804862,-0.46829277804411296,0.4667193883898924
12,0.02304627466797908,-0.46265926426534715,0.4585673091158684
13,0.12539296431034042,-0.44687650532229367,0.4434806022530934
14,0.10722259888653832,-0.432126611931873,0.4252160428874274
15,0.10993400630829081,-0.41341045465487153,0.40744484554348726
16,0.07315979879607619,-0.39516228189600555,0.3904779461909459
17,0.042402827477297074,-0.3825842348783255,0.3760165332683495
18,0.07486963714026153,-0.37141920329093425,0.36192973080410884
19,0.10121495537618712,-0.35649424562576226,0.34899966634794083
20,0.01621546670059755,-0.34819440230695425,0.3377759621770524
21,0.10336714112428205,-0.3356513942419085,0.33122228286953875
22,-0.03757975240156595,-0.3287187957766849,0.3210580679955386
23,-0.07802322908525051,-0.31558465305517225,0.3132547803207247
24,-0.13545912686092004,-0.3027246517222573,0.296100908802993
25,-0.0944280938706053,-0.28717226027520987,0.28435087662293457
26,-0.24129656880998662,-0.28503045118820947,0.28084105784609625
27,-0.037764145410867894,-0.27546568537381155,0.2727146690079907
28,-0.1625513946587867,-0.26479973126131334,0.26035312137234884
29,-0.007845240052360525,-0.2637241811497506,0.2578748348615825
30,-0.23427217577331896,-0.2507997575376842,0.24624411878920693
31,-0.1252073391155997,-0.24450701546233727,0.23587859330821964
32,-0.2979710231046639,-0.22767204970820373,0.2179843686413822
33,-0.2560519698425444,-0.22075893273199798,0.2146383939203677
34,-0.02222431415239218,-0.2089676010225818,0.2082177813011986
35,-0.2030769186749705,-0.19103776947902973,0.18449802546978378
36,-0.10455235182198444,-0.18107897119084274,0.17717634271711175
37,-0.21954396127391534,-0.17624540136519398,0.16677215372893348
38,0.04481694700498221,-0.17060228891329152,0.1684532690582785
39,-0.2303551406776314,-0.1546300458175732,0.15887327018632755
40,-0.08979441965820947,-0.15375587873375302,0.15408907053686344
41,-0.013009296307193318,-0.14515556164705423,0.1433517494197212
42,-0.06967713258294726,-0.1298359100943181,0.1310429070502329
43,-0.2687511205671232,-0.13168307069315713,0.13248438852976188
44,-0.4880943152028869,-0.12535628435144355,0.11769238637605392
45,0.6225374105519482,-0.11670870051286351,0.11808234158514151
46,-0.656457175132332,-0.1210089719681534,0.1216877768876583
47,0.31918096451410477,-0.10969159322709385,0.1072598442014283
48,-0.12889295486586372,-0.10942007600863986,0.10841122101436355
49,0.2613306042930878,-0.10993476011065532,0.10590949921664208
50,0.5760515915956705,-0.10227504536620717,0.09231194907696104
51,0.12636226786773153,-0.0791317040164238,0.08095141090571817
52,-0.33804313937571445,-0.09779027610548588,0.09681914694932924
53,-0.32788142466893805,-0.10945946096913266,0.10963490748130628
54,-0.34534410102320695,-0.11656897360764777,0.11902989117778155
55,-0.13323461715437807,-0.1214624357286658,0.12138986478009617
56,-0.2885993304265254,-0.12461571631107185,0.1214155944854593
57,-0.7978112455755313,-0.1308069178965618,0.13102474644271803
58,-0.6471118083221715,-0.13365567785336266,0.13433774820030497
59,-0.471407531961195,-0.1354751696687009,0.13825239576518472
60,-0.20320972345713803,-0.1348392541891635,0.13552269885348264
61,-0.16871458097104866,-0.14015395049728566,0.13601074091740636
62,0.024477962821499624,-0.14026028499690327,0.13895551038226847
63,-0.5251585426789992,-0.13813856402948213,0.14093352086754687
64,-0.44979998367681684,-0.13895698834552186,0.13751427575485156
65,-0.11667888633894927,-0.14073602573227273,0.13791101357575927
66,0.5856220845856877,-0.1437834171351911,0.14425886989926606
67,1.026978709537393,-0.14499823492306319,0.14590508032288316
68,1.2581414032751308,-0.14594554284742392,0.14790611511576912
69,1.438356448853039,-0.1533757349384873,0.15246882729295855
70,1.5127809496183418,-0.15786803584061324,0.1583877399976828
71,1.5839227690889652,-0.15450448091668106,0.15312378707407379
72,1.4524112783435947,-0.15950705937103932,0.15936884897222905
73,1.3337159214892795,-0.16144030328307832,0.16096517039752845
74,1.2618029955630579,-0.1612782340441177,0.16143251564711142
75,1.2264124250907236,-0.16347853777441643,0.1622056126880493
76,1.301289369276703,-0.1629898237473548,0.16081718928111133
77,1.2455776929279476,-0.15817105772096846,0.1586571497513033
78,1.1094844325173543,-0.15432011306698898,0.15519645231078938
79,1.1688343574012965,-0.1567837440017571,0.15793242427840162
80,1.1748102301501357,-0.1579183566052395,0.1565004190179839
81,1.227770832244124,-0.15531938627902378,0.1568749226184923
82,1.2399957618062525,-0.15170030564323925,0.15218027587384303
83,1.139663451956883,-0.15023995276643778,0.1493805386364333
84,1.2718063398147188,-0.15438293730780514,0.1523964640174085
85,1.3289565455430605,-0.1526451464861568,0.15340791025490902
86,1.3872922480360532,-0.15391577591202152,0.15424127849752206
87,1.2853947790361433,-0.15363253815087682,0.15271708871255804
88,1.2491926619691698,-0.14893838895091624,0.15046232019755632
89,1.0845874534266542,-0.14941945273294124,0.14967187408254598
90,1.2757022531865947,-0.14449569397071785,0.14414734290495737
91,1.3512512577860467,-0.14718058641785497,0.14581742352927163
92,1.406737253594119,-0.145974529291521,0.14596543805812723
93,1.455018224587827,-0.14704804889746567,0.15022879710266077
94,1.456679422461958,-0.14814566744606633,0.14681667021152053
95,1.3837849853077788,-0.14709069598903027,0.14721549300750944
96,1.333346132927739,-0.14515944812565978,0.1438269940917807
97,1.3558013353552392,-0.142006236797711,0.14178069744473581
98,1.3586046837730956,-0.13738712948808537,0.13706529871232984
99,1.2788163807316582,-0.1365578478809867,0.13703465335436468
100,1.1830827430742525,-0.1329596218512034,0.1329696287613497
101,1.3243355562628458,-0.11447707215733112,0.11439636495830154
102,1.3517437800447316,-0.1182989371118388,0.11849864507947903
103,1.2759922931570489,-0.11900749545234607,0.11805878605034306
104,1.330999240819325,-0.11872213726231792,0.11782291677714919
105,1.3574062762484114,-0.11808805015168465,0.11766880391630283
106,1.4275021680763789,-0.11889118045123655,0.11769502128619375
107,1.3818808392421016,-0.11825078192041881,0.11796005200475518
108,1.3747815783026376,-0.11905026972802209,0.1184760183572515
109,1.425500070171824,-0.11857854300089228,0.11914213716602529
110,1.4471674591366417,-0.11826708839773369,0.11779018070524944
111,1.4553963907364844,-0.11916341621484329,0.1186489806627668
112,1.407665034791808,-0.11914756617693505,0.12005801009598063
113,1.3993718638730201,-0.11905401468531156,0.11849368660688908
114,1.4512234288238004,-0.11912610631253419,0.118801967040308
115,1.3770171654567536,-0.11913374986157997,0.11882401635842536
116,1.404092269347929,-0.11903892794270506,0.11825171059001484
117,1.3774094711552296,-0.11882416932567605,0.11917090060105964
118,1.3538414065771773,-0.11987349012894417,0.11884527912399154
119,1.305441369761282,-0.11966039106917026,0.12021867524204986
120,1.3402963898329339,-0.11955763923842261,0.11925768401068665
121,1.266946633169646,-0.11899509654243363,0.11994334308704588
122,1.2874939184961542,-0.11934012581290467,0.1186794197317888
123,1.2391359745693613,-0.11895892381477458,0.11846232250618782
124,1.3217847518829395,-0.11891812337105716,0.11748451092985393
125,1.2333019159750136,-0.11797507728404327,0.11712921286887451
126,1.2414942141979741,-0.11808510305784913,0.11740226023741114
127,1.2000665341867314,-0.11749211296852209,0.11796726801120905
128,1.168452257286511,-0.11733666213272985,0.11742254813660437
129,1.169496235181528,-0.11717564309202531,0.11733267238653546
130,1.1901041104245795,-0.11691259457739686,0.11715486075387581
131,1.1799958715243126,-0.11740770958252807,0.11690607863956931
132,1.2130315043588182,-0.11723460077540453,0.11826852045015994
133,1.2051805855114577,-0.11635040912801015,0.11675398900056444
134,1.15797938110986,-0.11606432443488636,0.11491821099446019
135,1.1673063961173427,-0.1173467768916189,0.11664551954025398
136,1.1338197584631347,-0.11541807934292343,0.11513060630003272
137,1.1154775914749993,-0.11522778588285579,0.11534950705860723
138,1.0048353252634565,-0.11625468448153946,0.11617651543637583
139,1.140648004787563,-0.11605675807639734,0.1162528909726946
140,1.128424893754886,-0.11507983156231674,0.11539243552476358
141,1.0151168359622265,-0.11544447674997833,0.11665749324283112
142,0.8777669178508619,-0.11543640736609634,0.11540982962004158
143,1.0215440154520434,-0.11581699273733696,0.11670884629810797
144,1.0482478076016217,-0.11639893398101904,0.11559644814874571
