Epoch,Generator_Loss,Discriminator_Loss
1,1.063324936862185,1.1313938665618775
2,1.1773421359278247,1.0937057437418876
3,1.1546392247620931,1.102183951116574
4,1.1683862381525385,1.0920259777798074
5,1.1462562321854044,1.0979905414428792
6,1.1170697275763635,1.1173939507907387
7,1.0707408630136233,1.1422715525128948
8,1.0314468397006298,1.165187374805845
9,0.9977271172410643,1.1909266733157355
10,0.9786793619457846,1.2040867646619964
11,0.9667836428324043,1.214761791071658
12,0.9525738727690568,1.2267680501124498
13,0.9375520934428233,1.2330115863255091
14,0.9275375579211758,1.2429439379716478
15,0.9240573240495694,1.2442967605743327
16,0.9155535323660511,1.25312507826128
17,0.9078447495950565,1.2534894737353457
18,0.9027724615546432,1.2586979154330582
19,0.8949578448907652,1.266342227265779
20,0.8915745398637328,1.2681473343611271
21,0.8873458459560297,1.2719059085795112
22,0.8778376464904752,1.2791354691804344
23,0.8720167442552571,1.2812897316428389
24,0.8665931271845853,1.2849724968867515
25,0.8598970031814535,1.2902862677441986
26,0.8583401214085153,1.291920319676145
27,0.8534496940021068,1.2919775954187551
28,0.8478447407293421,1.299241806144145
29,0.8426652276820974,1.300350032000145
30,0.8410727025857613,1.3010097226100181
31,0.8371264105920853,1.3030769488196383
32,0.8332803801559945,1.3045401682477515
33,0.8241392208823263,1.3105595322814323
34,0.8229178131135033,1.3110693454234077
35,0.8212125510422151,1.3122294514672335
36,0.8173780727233968,1.3154714144369177
37,0.8139310721903722,1.3151597918223725
38,0.8125861876173568,1.318141635801238
39,0.809163730663023,1.3176312703313604
40,0.8080956121243393,1.319699004260716
41,0.808504801950475,1.3187144023777326
42,0.8072171919762707,1.3217255371465866
43,0.8042693960387061,1.3211427269968143
44,0.8016815862930151,1.3217904647784446
45,0.8005445544907788,1.3243666545414468
46,0.8007271528116929,1.3222476513401022
47,0.7972127240476832,1.3244079831820816
48,0.7996901818302903,1.3244158210022363
49,0.7980795146178589,1.3257526348648803
50,0.7956701369046657,1.325516208783904
51,0.7902511300435707,1.3147208937195574
52,0.789074435798344,1.317601340793089
53,0.7888563905697642,1.318126067042605
54,0.7896549823695916,1.3185473264915857
55,0.7920395146682064,1.3184360395362382
56,0.7918942359083497,1.318713277133543
57,0.791633331063968,1.3197183309079232
58,0.7895008858078832,1.3206489963063808
59,0.7935356363050465,1.3171644703919954
60,0.7935717425493798,1.3166671996431818
61,0.7966969353812081,1.3154640875137182
62,0.7941261744702549,1.3184864321497203
63,0.793720429385903,1.3195093554982753
64,0.7959333879988331,1.316840232308231
65,0.794585343807745,1.320238659885138
66,0.7939342231765739,1.3198870619985341
67,0.7927984832954813,1.3199956874603402
68,0.7925461010892254,1.321512674471971
69,0.7925428744953579,1.3182158266811737
70,0.7970165051758162,1.317756802923898
71,0.7939761204760212,1.3175878818355389
72,0.7957687753477076,1.3216806394713265
73,0.7938363773228009,1.3200133380605215
74,0.7925294014944959,1.320134001245885
75,0.7924607743713648,1.3209950902314582
76,0.793608200893219,1.319403292782017
77,0.7927306602631551,1.3192750000750333
78,0.7952440428708408,1.317955910142805
79,0.7933961899677066,1.316645216458896
80,0.7963567702119538,1.3166633146658127
81,0.7954766568598717,1.3162280446939123
82,0.7968032060782793,1.3181202416735163
83,0.7972793256296024,1.3178963562064587
84,0.7963217795530616,1.3188953740256173
85,0.7982337134860472,1.3184237810594441
86,0.7962533210132168,1.3177439112907279
87,0.7990321450904488,1.315550146580759
88,0.8025966481740541,1.317015671780877
89,0.7992397246203189,1.3147502405557043
90,0.800048676698701,1.3140480992382269
91,0.7996314619777045,1.316107308305403
92,0.8002965905900195,1.3148524461270394
93,0.8023037516486162,1.3134994637737396
94,0.8025343913767637,1.3151195138248044
95,0.8025496265273104,1.315761923154534
96,0.801939072957171,1.315722242347213
97,0.8026689193141994,1.3138869676762805
98,0.8030358792495117,1.3135508316666333
99,0.8011598634694431,1.313535286546516
100,0.8055087402939543,1.3140393714152419
101,0.8036867651476789,1.3055555736586484
102,0.8021476088302222,1.3054408465367136
103,0.8040249435378036,1.3071525537891429
104,0.8053053346778284,1.3042182502970259
105,0.8060166650235272,1.306307275539268
106,0.8060451356459782,1.3076034940636234
107,0.8069351687233077,1.3043989570918622
108,0.8073179580128269,1.3074304563150223
109,0.8089258966288333,1.303975428980805
110,0.8104209869401033,1.3035746707336735
111,0.8094663817618193,1.30495269008791
112,0.8112500431949395,1.3014465679746192
113,0.8102321997126029,1.3029896705897885
114,0.8125510319972089,1.3062161986253409
115,0.8106811415157846,1.3048523572970554
116,0.8117801521632717,1.3021270308667408
117,0.8117473919127287,1.3045663004999222
118,0.8104592981114824,1.3061680870015484
119,0.8103465210400156,1.3050924226927605
120,0.8121915985780485,1.3035721470043857
121,0.8147495169121065,1.3025691821885261
122,0.8142371244394957,1.3025143198621298
123,0.8160914681486483,1.3032597481314816
124,0.8130220826754946,1.301310715390675
125,0.8164579252571439,1.3009657873782015
126,0.8139282947918499,1.3002074705258106
127,0.8159354478438526,1.3024097074831982
128,0.8177970260191065,1.2962117914451974
129,0.8196684187536301,1.2994085259274888
130,0.8202939017622202,1.3034782895147166
131,0.8175059208102318,1.3016651519326006
132,0.8198677598159196,1.2981790036026604
133,0.8197330496331522,1.299419148390227
134,0.8182292023955632,1.3003580529552532
135,0.820408241962319,1.2998800313294823
136,0.8185133793587878,1.298418600167801
137,0.8201955463459243,1.298706647556728
138,0.8244267146724628,1.2984380016703088
139,0.8225709434384222,1.2974875199515175
140,0.8222050321763004,1.2991339073760677
141,0.8223656665033369,1.2978840142424934
142,0.8224210533251894,1.300371218591865
143,0.8230602123589912,1.2967720247789232
144,0.8229642612720603,1.2983668496105463
145,0.8251745789162894,1.2960964704373243
146,0.8234199202264042,1.2959982135148445
147,0.8266811565930909,1.2926129355613611
148,0.8267644294289384,1.2921299767900887
149,0.8253301324239418,1.2987303080589279
150,0.8255499710660499,1.2982138397851224
151,0.8275941515019708,1.2928354595261595
152,0.8292660108888581,1.2903556705537889
153,0.8278802377837045,1.294325824231227
154,0.826983154963837,1.2919976868863299
155,0.8267398146805225,1.2895828932841449
156,0.8278341449018735,1.2924382845475983
157,0.82391149943063,1.2922857810439332
158,0.8270303599361671,1.29314800747422
159,0.8261498411708295,1.2925103116137133
160,0.8252993676581108,1.2938716522157827
161,0.8283784574410046,1.2902854079885016
162,0.8307144230743969,1.2920504117062859
163,0.8287347958667446,1.2895864499911571
164,0.8306458967326801,1.2918952999592843
165,0.830151633667285,1.2918225800050602
166,0.8278599115195813,1.2935614718048811
167,0.8292718693645779,1.2921287805032629
168,0.8268152444220301,1.2921618305798024
169,0.8272045466945623,1.2914213794889227
170,0.829827353707763,1.2906304525414
171,0.830971547916754,1.2898888529490815
172,0.8314037439919738,1.2893650046289602
173,0.830859623865278,1.2886513372474133
174,0.8309685295578767,1.2911109245662242
175,0.8324322185790869,1.2899446688227054
176,0.8282119089098119,1.2914140969197125
177,0.8315920322688658,1.2928351565464726
178,0.8314365451015643,1.2882260405686872
179,0.8322175289395013,1.292775213337148
180,0.8316603763017065,1.289830856358827
181,0.8315535321799931,1.2902754420664773
182,0.8339585727338852,1.2919447357212301
183,0.8324010242531295,1.2883426008193986
184,0.8339910588538977,1.288647519881283
185,0.8329322657097123,1.290531077745881
186,0.8332391777780773,1.2920215264566417
187,0.8329857548416805,1.2888192782269867
188,0.8359289202990055,1.2912659558660187
189,0.8343605896048962,1.2885593906648631
190,0.8363423211488135,1.289162755775045
191,0.8346582356292301,1.2889379731881847
192,0.8342978806892184,1.289671392201869
193,0.8361501825262488,1.2885903280172775
194,0.8350680772937945,1.290355203502468
195,0.8348687982508368,1.2897025336588879
196,0.8375963914368961,1.288007575565818
197,0.8353115747859483,1.2862192322450405
198,0.834967485178254,1.2872499156354078
199,0.8402024169466389,1.287952191539919
200,0.834916713458897,1.2925509389783782
